date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_126,aVWAP_BoS_CHoCH_bull_378,aVWAP_BoS_CHoCH_bull_458,aVWAP_BoS_CHoCH_bull_504,aVWAP_BoS_CHoCH_bull_619,aVWAP_BoS_CHoCH_bull_645,aVWAP_BoS_CHoCH_bear_159,aVWAP_BoS_CHoCH_bear_230,aVWAP_BoS_CHoCH_bear_669,aVWAP_BoS_CHoCH_bear_750,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2025-01-16 15:00:00+00:00,26.65,26.65,26.39,26.46,297.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 16:00:00+00:00,26.46,26.825,26.41,26.825,2398.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 17:00:00+00:00,26.825,26.825,26.63,26.65,1109.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 18:00:00+00:00,26.65,26.65,26.65,26.65,0.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 19:00:00+00:00,26.65,26.73,26.65,26.73,225.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 20:00:00+00:00,26.73,26.73,26.48,26.48,1504.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 15:00:00+00:00,26.77,26.77,26.56,26.68,1403.0,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 16:00:00+00:00,26.68,26.705,26.59,26.59,414.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 17:00:00+00:00,26.59,26.6,26.49,26.51,579.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 18:00:00+00:00,26.51,26.51,26.47,26.47,100.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 19:00:00+00:00,26.47,26.47,26.465,26.465,110.0,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 20:00:00+00:00,26.41,26.73,26.37,26.545,1373.0,,,,,,,,,,,26.548333333333336,"rgba(38, 166, 154, 1.0)",,26.548333333333336,,0,,,0.0,0.0,0.0,0.0
2025-01-20 15:00:00+00:00,26.545,26.545,26.545,26.545,0.0,,,,,,,,,,,26.548333333333336,"rgba(239, 83, 80, 1.0)",,26.548333333333336,,0,,,0.0,0.0,0.0,0.0
2025-01-20 16:00:00+00:00,26.545,26.545,26.545,26.545,0.0,,,,,,,,,,,26.548333333333336,"rgba(239, 83, 80, 1.0)",,26.548333333333336,,0,,,0.0,0.0,0.0,0.0
2025-01-20 17:00:00+00:00,26.545,26.545,26.545,26.545,0.0,,,,,,,,,,,26.548333333333336,"rgba(239, 83, 80, 1.0)",,26.548333333333336,,0,,,0.0,0.0,0.0,0.0
2025-01-20 18:00:00+00:00,26.545,26.545,26.545,26.545,0.0,,,,,,,,,,,26.548333333333336,"rgba(239, 83, 80, 1.0)",,26.548333333333336,,0,,,0.0,0.0,0.0,0.0
2025-01-20 19:00:00+00:00,26.545,26.545,26.545,26.545,0.0,,,,,,,,,,,26.548333333333336,"rgba(239, 83, 80, 1.0)",,26.548333333333336,,0,,,0.0,0.0,0.0,0.0
2025-01-20 20:00:00+00:00,26.545,26.545,26.545,26.545,0.0,,,,,,,,,,,26.548333333333336,"rgba(239, 83, 80, 1.0)",,26.548333333333336,,0,,,0.0,0.0,0.0,0.0
2025-01-21 15:00:00+00:00,27.035,27.44,27.035,27.37,544.0,,,,,,,,,,,26.75643627195271,"rgba(38, 166, 154, 1.0)",,26.75643627195271,,0,,,0.0,0.0,0.0,0.0
2025-01-21 16:00:00+00:00,27.37,27.9,27.37,27.9,669.0,,,,,,,,,,,27.00657321474607,"rgba(38, 166, 154, 1.0)",,27.00657321474607,,0,,,0.0,0.0,0.0,0.0
2025-01-21 17:00:00+00:00,27.9,28.0,27.84,27.975,671.0,,,,,,,,,,,27.19853239177157,"rgba(38, 166, 154, 1.0)",,27.19853239177157,,0,,,0.0,0.0,0.0,0.0
2025-01-21 18:00:00+00:00,27.975,28.24,27.975,28.11,510.0,,,,,,,,,,,27.321706928590388,"rgba(38, 166, 154, 1.0)",,27.321706928590388,,0,,,0.0,0.0,0.0,0.0
2025-01-21 19:00:00+00:00,28.11,28.35,28.11,28.27,1568.0,,,,,,,,,,,27.592580443611368,"rgba(38, 166, 154, 1.0)",,27.592580443611368,,0,,,0.0,0.0,0.0,0.0
2025-01-21 20:00:00+00:00,28.27,28.27,28.01,28.015,2144.0,,,,,,,,,,,27.73756429112626,"rgba(38, 166, 154, 1.0)",,27.73756429112626,,0,,,0.0,0.0,0.0,0.0
2025-01-22 15:00:00+00:00,27.88,28.045,27.86,27.945,391.0,,,,,,,,,,,27.74811859381618,"rgba(38, 166, 154, 1.0)",,27.74811859381618,,0,,,0.0,0.0,0.0,0.0
