date,Open,High,Low,Close,Volume,aVWAP_peak_879,aVWAP_peak_858,aVWAP_peak_828,aVWAP_peak_786,aVWAP_peak_757,aVWAP_peak_729,aVWAP_peak_688,aVWAP_peak_670,aVWAP_peak_601,aVWAP_peak_582,aVWAP_peak_564,aVWAP_peak_540,aVWAP_peak_511,aVWAP_peak_470,aVWAP_peak_402,aVWAP_peak_384,aVWAP_peak_355,aVWAP_peak_293,aVWAP_peak_245,aVWAP_peak_162,aVWAP_peak_149,aVWAP_peak_117,aVWAP_peak_95,aVWAP_peak_54,aVWAP_valley_866,aVWAP_valley_840,aVWAP_valley_809,aVWAP_valley_773,aVWAP_valley_738,aVWAP_valley_723,aVWAP_valley_700,aVWAP_valley_639,aVWAP_valley_552,aVWAP_valley_535,aVWAP_valley_496,aVWAP_valley_481,aVWAP_valley_448,aVWAP_valley_426,aVWAP_valley_395,aVWAP_valley_368,aVWAP_valley_341,aVWAP_valley_265,aVWAP_valley_193,aVWAP_valley_179,aVWAP_valley_143,aVWAP_valley_102,aVWAP_valley_35,aVWAP_OB_bull_809,aVWAP_OB_bull_723,aVWAP_OB_bull_639,aVWAP_OB_bull_496,aVWAP_OB_bull_193,aVWAP_OB_bear_601,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-06 15:00:00+00:00,235.21,237.845,234.95,236.965,216807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,216807.0,False,False,False,False
2025-03-06 16:00:00+00:00,236.965,237.75,234.84,234.935,127435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-127435.0,-1975.7364341085272,False,False,False,False,215421.3875968992,False,False,False,False
2025-03-06 17:00:00+00:00,234.935,235.31,234.045,235.095,237911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,2.7149321266967803,-54.07239819004517,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,110476.0,-232.29865993630187,False,False,False,False,215770.06375818758,False,False,False,False
2025-03-06 18:00:00+00:00,235.045,235.43,233.965,234.3,187408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,3.675526689819918,-52.93636987056467,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-76932.0,-1421.441316371398,False,False,False,False,215330.34183945597,False,False,False,False
2025-03-06 19:00:00+00:00,234.295,236.0,233.32,234.42,244330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.903319710759973,-50.55460268523452,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,167398.0,1195.9143629521898,False,False,False,False,215779.94894272022,False,False,False,False
2025-03-06 20:00:00+00:00,234.235,235.76,234.195,235.345,250337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.481877233151657,-40.67704055403257,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,417735.0,7653.88468290642,False,False,False,False,216315.71717616642,False,False,False,False
2025-03-07 15:00:00+00:00,238.36,240.05,237.04,238.915,156379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.36654413947943,-23.843120677211633,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,574114.0,16436.212052163683,False,False,False,False,215386.4657470786,False,False,False,False
2025-03-07 16:00:00+00:00,238.915,239.53,237.87,239.185,340594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.369975535636534,-13.084123926886974,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,914708.0,30362.906438951843,False,False,False,False,217327.66782851922,False,False,False,False
2025-03-07 17:00:00+00:00,239.215,240.83,237.87,240.025,304232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.22764734640752,-5.190493492024906,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1218940.0,48790.458277107624,False,False,False,False,218675.02181567394,False,False,False,False
2025-03-07 18:00:00+00:00,240.045,241.35,239.37,239.435,190531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.22527040966409,-2.3128935821384076,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1028409.0,63978.342644904405,False,False,False,False,218238.68039217513,False,False,False,False
