date,Open,High,Low,Close,Volume,aVWAP_peak_436,aVWAP_peak_421,aVWAP_peak_396,aVWAP_peak_362,aVWAP_peak_338,aVWAP_peak_310,aVWAP_peak_262,aVWAP_peak_240,aVWAP_peak_213,aVWAP_peak_192,aVWAP_peak_173,aVWAP_peak_172,aVWAP_peak_124,aVWAP_valley_429,aVWAP_valley_390,aVWAP_OB_bear_436,aVWAP_OB_bear_362,aVWAP_OB_bear_240,aVWAP_OB_bear_213,aVWAP_OB_bear_173,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-06 17:00:00+00:00,8.675,8.695,8.46,8.53,676.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,676.0,False,False,False,False
2023-11-07 17:00:00+00:00,8.055,8.125,7.99,8.055,4183.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4183.0,-64.85271317829458,False,False,False,False,730.3720930232558,False,False,False,False
2023-11-08 17:00:00+00:00,7.7,7.755,7.615,7.73,1307.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5490.0,-148.96352382669312,False,False,False,False,739.3120605732829,False,False,False,False
2023-11-09 17:00:00+00:00,7.91,7.995,7.685,7.705,1719.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7209.0,-258.4214536898452,False,False,False,False,754.5010208744723,False,False,False,False
2023-11-10 17:00:00+00:00,7.745,7.835,7.7,7.795,2523.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.269733117276113,-46.1572401944515,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4686.0,-327.0660823148088,False,False,False,False,781.9196096981238,False,False,False,False
2023-11-13 17:00:00+00:00,7.805,7.805,7.69,7.71,2688.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.604733264883006,-44.31192404864186,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7374.0,-436.32087173628463,False,False,False,False,811.4712436562924,False,False,False,False
2023-11-14 17:00:00+00:00,7.715,7.81,7.635,7.8,1245.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,11.854633316447927,-39.86374547084268,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-6129.0,-524.5794628721562,False,False,False,False,818.1926197236367,False,False,False,False
2023-11-15 17:00:00+00:00,7.815,7.815,7.62,7.645,3892.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.90291866818505,-38.46465524599772,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-10021.0,-671.810789029177,False,False,False,False,865.8485481000143,False,False,False,False
2023-11-16 17:00:00+00:00,7.315,7.42,7.275,7.365,3449.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.566758249564074,-38.46465524599772,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-13470.0,-870.2323271837635,False,False,False,False,905.897407819394,False,False,False,False
2023-11-17 17:00:00+00:00,7.605,7.665,7.555,7.57,3667.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.841042991926198,-34.52629318633471,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-9803.0,-1008.7248492429298,False,False,False,False,948.7051999462251,False,False,False,False
2023-11-20 17:00:00+00:00,7.68,7.695,7.565,7.575,2077.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.478900783636867,-31.530560877110986,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7726.0,-1112.868650029861,False,False,False,False,966.1981425827177,False,False,False,False
