date,Open,High,Low,Close,Volume,aVWAP_peak_199,aVWAP_peak_183,aVWAP_peak_167,aVWAP_valley_223,aVWAP_valley_190,aVWAP_valley_188,aVWAP_valley_187,aVWAP_valley_141,aVWAP_valley_84,aVWAP_valley_63,aVWAP_valley_50,aVWAP_valley_32,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,20.03,20.03,19.78,19.805,991.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,19.91,19.91,19.84,19.875,676.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,19.9,19.9,19.69,19.73,1183.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,19.73,19.77,19.73,19.755,209.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,19.765,19.765,19.6,19.6,818.0,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,19.63,19.78,19.62,19.78,259.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,19.7,19.715,19.63,19.63,327.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,19.63,19.645,19.445,19.445,734.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,19.445,19.515,19.445,19.46,528.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,19.465,19.465,19.41,19.465,376.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,19.525,19.53,19.51,19.51,151.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,19.51,19.53,19.315,19.315,734.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,19.29,19.29,19.19,19.19,302.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,19.24,19.24,19.13,19.15,762.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,19.16,19.19,19.1,19.15,3165.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,19.115,19.19,19.115,19.18,1162.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,19.18,19.195,19.07,19.17,1944.0,,,,,,,,,,,,,,,#000000
2025-07-09 14:55:00+00:00,19.17,19.21,19.17,19.2,782.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:00:00+00:00,19.22,19.275,19.22,19.26,747.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:05:00+00:00,19.28,19.28,19.25,19.25,420.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:10:00+00:00,19.25,19.275,19.15,19.2,422.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:15:00+00:00,19.2,19.23,19.2,19.2,224.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:20:00+00:00,19.2,19.26,19.2,19.225,942.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:25:00+00:00,19.225,19.27,19.22,19.22,621.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:30:00+00:00,19.21,19.29,19.21,19.235,1026.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:35:00+00:00,19.235,19.235,19.17,19.22,775.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:40:00+00:00,19.22,19.22,19.18,19.205,347.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:45:00+00:00,19.17,19.24,19.15,19.19,791.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:50:00+00:00,19.21,19.21,19.165,19.165,1431.0,,,,,,,,,,,,,,,#000000
2025-07-09 15:55:00+00:00,19.16,19.175,19.12,19.12,743.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:00:00+00:00,19.14,19.17,19.13,19.16,1019.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:05:00+00:00,19.16,19.17,19.13,19.13,1380.0,,,,,,,,,,,,,,,#000000
2025-07-09 16:10:00+00:00,19.11,19.11,19.06,19.105,1941.0,,,,,,,,,,,,19.09166666666667,,19.09166666666667,#000000
2025-07-09 16:15:00+00:00,19.105,19.11,19.07,19.11,678.0,,,,,,,,,,,,19.092961053837342,,19.092961053837342,#000000
2025-07-09 16:20:00+00:00,19.1,19.13,19.09,19.13,570.0,,,,,,,,,,,,19.097198181248043,,19.097198181248043,#000000
2025-07-09 16:25:00+00:00,19.13,19.18,19.12,19.175,143.0,,,,,,,,,,,,19.09982192877151,,19.09982192877151,#000000
2025-07-09 16:30:00+00:00,19.2,19.25,19.2,19.21,233.0,,,,,,,,,,,,19.107676484338477,,19.107676484338477,#000000
2025-07-09 16:35:00+00:00,19.21,19.245,19.205,19.245,195.0,,,,,,,,,,,,19.114106826241137,,19.114106826241137,#000000
2025-07-09 16:40:00+00:00,19.245,19.295,19.245,19.285,699.0,,,,,,,,,,,,19.139328698512376,,19.139328698512376,#000000
2025-07-09 16:45:00+00:00,19.3,19.3,19.25,19.265,573.0,,,,,,,,,,,,19.154398184949656,,19.154398184949656,#000000
