date,Open,High,Low,Close,Volume,aVWAP_peak_403,aVWAP_valley_428,aVWAP_valley_371,aVWAP_valley_349,aVWAP_valley_327,aVWAP_valley_308,aVWAP_valley_247,aVWAP_valley_199,aVWAP_OB_bull_349,aVWAP_OB_bull_308,aVWAP_OB_bull_199,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-07 17:00:00+00:00,106.49,109.45,105.6,108.81,32957.0,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,32957.0,False,False,False,False
2023-12-08 17:00:00+00:00,108.13,109.58,107.445,107.995,86410.0,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-86410.0,-1339.6899224806202,False,False,False,False,33785.72868217054,False,False,False,False
2023-12-11 17:00:00+00:00,105.58,108.955,104.66,108.79,77307.0,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,17.44058500914081,-76.16087751371123,False,False,False,True,True,,1.0,108.955,104.66,0.0,0,,,False,False,False,False,,,False,False,False,False,-9103.0,-1460.0513190313081,False,False,False,False,34460.47707469503,False,False,False,False
2023-12-12 17:00:00+00:00,109.73,111.15,108.905,110.475,43801.0,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.88933375350966,-56.01294514286517,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34698.0,-899.4613761005901,False,False,False,False,34605.29138361449,False,False,False,False
2023-12-13 17:00:00+00:00,114.545,118.23,111.86,118.1,86295.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.74464593686629,-37.47959550104382,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,120993.0,990.3442266296516,False,False,False,False,35406.68221487627,False,False,False,False
2023-12-14 17:00:00+00:00,121.6,122.065,119.115,120.355,67011.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,69.67944881749784,-24.275359277541583,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,188004.0,3889.7807502477963,False,False,False,False,35896.67163790145,False,False,False,False
2023-12-15 17:00:00+00:00,121.92,122.915,120.59,121.075,40745.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.40082300931617,-14.495492841666277,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,228749.0,7375.970195980388,False,False,False,False,35971.83951948437,False,False,False,False
2023-12-18 17:00:00+00:00,118.86,121.695,118.72,120.89,51593.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,83.61547063383105,-7.409022309367124,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,177156.0,10008.218720073715,False,False,False,False,36214.028054066,False,False,False,False
2023-12-19 17:00:00+00:00,122.98,123.4,121.69,123.26,20411.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,87.51452903049956,-1.060923373655605,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,197567.0,12916.106801933038,False,False,False,False,35969.019867181254,False,False,False,False
2023-12-20 17:00:00+00:00,122.61,123.51,120.96,121.065,13492.0,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.34574666677578,-1.060923373655605,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,184075.0,15569.733053065858,False,False,False,False,35620.5389390079,False,False,False,False
